user_id,fail,success,failure_rate
10.1.48.115,1.0,0.0,0.9999900000999989
10.1.52.71,1.0,0.0,0.9999900000999989
10.1.68.25,1.0,0.0,0.9999900000999989
1.132.108.133,1.0,0.0,0.9999900000999989
10.104.217.12,1.0,0.0,0.9999900000999989
10.104.27.98,1.0,0.0,0.9999900000999989
99.237.214.84,1.0,0.0,0.9999900000999989
99.240.108.108,1.0,0.0,0.9999900000999989
1.46.9.141,1.0,0.0,0.9999900000999989
95.93.56.23,1.0,0.0,0.9999900000999989
96.126.113.125,1.0,0.0,0.9999900000999989
96.126.115.151,1.0,0.0,0.9999900000999989
10.114.7.132,1.0,0.0,0.9999900000999989
10.114.7.136,1.0,0.0,0.9999900000999989
10.114.7.139,1.0,0.0,0.9999900000999989
10.114.88.246,1.0,0.0,0.9999900000999989
10.114.98.6,1.0,0.0,0.9999900000999989
10.114.99.92,1.0,0.0,0.9999900000999989
97.107.138.62,1.0,0.0,0.9999900000999989
97.107.141.106,1.0,0.0,0.9999900000999989
97.107.209.4,1.0,0.0,0.9999900000999989
97.113.24.90,1.0,0.0,0.9999900000999989
98.176.113.4,1.0,0.0,0.9999900000999989
98.207.129.108,1.0,0.0,0.9999900000999989
10.122.122.39,1.0,0.0,0.9999900000999989
10.126.15.13,1.0,0.0,0.9999900000999989
10.126.17.234,1.0,0.0,0.9999900000999989
10.114.32.34,1.0,0.0,0.9999900000999989
10.114.37.204,1.0,0.0,0.9999900000999989
96.31.67.12,1.0,0.0,0.9999900000999989
96.44.144.98,1.0,0.0,0.9999900000999989
96.70.31.155,1.0,0.0,0.9999900000999989
97.107.132.87,1.0,0.0,0.9999900000999989
95.90.188.164,1.0,0.0,0.9999900000999989
95.90.206.51,1.0,0.0,0.9999900000999989
95.90.228.37,1.0,0.0,0.9999900000999989
95.90.249.142,1.0,0.0,0.9999900000999989
95.91.203.166,1.0,0.0,0.9999900000999989
95.91.218.211,1.0,0.0,0.9999900000999989
95.91.221.118,1.0,0.0,0.9999900000999989
95.91.231.158,1.0,0.0,0.9999900000999989
95.91.247.89,1.0,0.0,0.9999900000999989
95.85.25.54,1.0,0.0,0.9999900000999989
95.85.35.135,1.0,0.0,0.9999900000999989
95.85.37.187,1.0,0.0,0.9999900000999989
95.85.4.32,1.0,0.0,0.9999900000999989
10.130.254.89,1.0,0.0,0.9999900000999989
10.130.3.210,1.0,0.0,0.9999900000999989
10.139.192.130,1.0,0.0,0.9999900000999989
10.139.192.131,1.0,0.0,0.9999900000999989
10.116.37.144,1.0,0.0,0.9999900000999989
95.85.48.18,1.0,0.0,0.9999900000999989
95.85.51.227,1.0,0.0,0.9999900000999989
95.85.56.32,1.0,0.0,0.9999900000999989
95.85.58.112,1.0,0.0,0.9999900000999989
95.85.58.188,1.0,0.0,0.9999900000999989
95.85.9.150,1.0,0.0,0.9999900000999989
95.9.198.148,1.0,0.0,0.9999900000999989
95.82.98.21,1.0,0.0,0.9999900000999989
95.82.98.210,1.0,0.0,0.9999900000999989
95.82.98.68,1.0,0.0,0.9999900000999989
95.82.99.106,1.0,0.0,0.9999900000999989
10.152.49.246,1.0,0.0,0.9999900000999989
10.153.251.115,1.0,0.0,0.9999900000999989
10.130.10.122,1.0,0.0,0.9999900000999989
10.130.12.81,1.0,0.0,0.9999900000999989
10.130.253.133,1.0,0.0,0.9999900000999989
95.84.149.109,1.0,0.0,0.9999900000999989
95.85.1.150,1.0,0.0,0.9999900000999989
95.85.1.166,1.0,0.0,0.9999900000999989
95.85.20.59,1.0,0.0,0.9999900000999989
95.85.21.111,1.0,0.0,0.9999900000999989
95.82.8.121,1.0,0.0,0.9999900000999989
95.82.8.219,1.0,0.0,0.9999900000999989
95.82.8.251,1.0,0.0,0.9999900000999989
95.82.8.27,1.0,0.0,0.9999900000999989
95.82.8.68,1.0,0.0,0.9999900000999989
10.233.251.23,1.0,0.0,0.9999900000999989
10.246.4.166,1.0,0.0,0.9999900000999989
10.144.137.176,1.0,0.0,0.9999900000999989
95.82.9.230,1.0,0.0,0.9999900000999989
95.82.96.16,1.0,0.0,0.9999900000999989
95.82.97.193,1.0,0.0,0.9999900000999989
95.82.97.92,1.0,0.0,0.9999900000999989
95.82.98.1,1.0,0.0,0.9999900000999989
95.82.6.232,1.0,0.0,0.9999900000999989
95.82.60.126,1.0,0.0,0.9999900000999989
95.82.60.149,1.0,0.0,0.9999900000999989
10.249.8.116,1.0,0.0,0.9999900000999989
10.251.9.34,1.0,0.0,0.9999900000999989
10.252.254.118,1.0,0.0,0.9999900000999989
10.254.212.186,1.0,0.0,0.9999900000999989
10.181.13.10,1.0,0.0,0.9999900000999989
10.201.162.86,1.0,0.0,0.9999900000999989
10.223.0.87,1.0,0.0,0.9999900000999989
95.82.60.77,1.0,0.0,0.9999900000999989
95.82.62.105,1.0,0.0,0.9999900000999989
95.82.62.200,1.0,0.0,0.9999900000999989
95.82.56.171,1.0,0.0,0.9999900000999989
95.82.56.67,1.0,0.0,0.9999900000999989
95.82.57.145,1.0,0.0,0.9999900000999989
95.82.58.101,1.0,0.0,0.9999900000999989
95.82.58.103,1.0,0.0,0.9999900000999989
10.30.1.189,1.0,0.0,0.9999900000999989
10.30.1.192,1.0,0.0,0.9999900000999989
10.30.1.207,1.0,0.0,0.9999900000999989
10.30.1.213,1.0,0.0,0.9999900000999989
10.30.1.214,1.0,0.0,0.9999900000999989
10.30.1.215,1.0,0.0,0.9999900000999989
10.30.122.162,1.0,0.0,0.9999900000999989
10.249.64.26,1.0,0.0,0.9999900000999989
10.249.7.198,1.0,0.0,0.9999900000999989
95.82.58.130,1.0,0.0,0.9999900000999989
95.82.58.196,1.0,0.0,0.9999900000999989
95.82.58.85,1.0,0.0,0.9999900000999989
95.82.59.158,1.0,0.0,0.9999900000999989
95.82.50.26,1.0,0.0,0.9999900000999989
